CostID,Recency,Frequency,TotPaidR,Rscore,FScore,Mscore,RFM Score
{59C90DB8-A2DA-4333-9AB9-D0FD538AC913},95,5,2000,1,1,1,3
{6C570C19-6D6E-475B-8FC0-2E2070614D2B},95,5,2000,1,1,1,3
{6F256CAA-C56A-4078-AE55-0C623E0A098F},95,5,2000,1,1,1,3
{98ADD013-9D7D-4963-909F-C199BF405EA2},95,5,2000,1,1,1,3
{AF4387A8-4364-449D-B5DA-1D78219117B9},95,5,2000,1,1,1,3
{B9491AF6-57E4-43B9-80B4-BEAED7AB960C},95,5,2000,1,1,1,3
{C7BAFF4D-30BD-4550-999C-B0A9FDE87784},95,5,2000,1,1,1,3
{DC739A93-D42A-484B-833A-2E160DA7F40D},95,5,2000,1,1,1,3
{EF403E35-BC6E-4516-B208-78CB693ADA26},95,5,2000,1,1,1,3
{F7E84CBF-617A-4EB7-9A8D-6B558899D813},95,5,2000,1,1,1,3
{5FC39932-9399-4B8A-9E1D-0263BF03F400},96,5,2000,1,1,1,3
{63C98BC8-3049-4371-83D8-8BC5EBC731F9},96,5,2000,1,1,1,3
{0C93E671-121E-4C36-B0B2-BD64548D837C},97,5,2000,1,1,1,3
{1F4D18C5-D184-461F-8F80-BE0083710189},97,5,2000,1,1,1,3
{78005066-4DE2-4C9C-9384-32705F691914},97,5,2000,1,1,1,3
{ACDE0604-B4EF-4DA0-A178-8ED97A102CEC},97,5,2000,1,1,1,3
{AECD5806-3337-4AA4-B92D-C8774AB3D41D},97,5,2000,1,1,1,3
{40D30DF3-5222-4540-B1B0-CBDC9A8F112F},99,5,2000,1,1,1,3
{98B744E0-20E5-44A4-8110-5C5080742FCF},99,5,2000,1,1,1,3
{2764BA3D-C103-4489-A67B-89EBD74CB2CD},102,5,2000,1,1,1,3
{497F94F5-D07E-4805-991E-558DF313556A},102,5,2000,1,1,1,3
{BD525534-1460-4A18-A970-64755BBDE0E9},103,5,2000,1,1,1,3
{FC4C57DF-16FC-4E20-B185-4931FFEE8E27},103,5,2000,1,1,1,3
{1AD6E57F-5675-4F35-9951-2BF3815A68D2},117,5,2000,1,1,1,3
{2FE70494-1318-466A-90C1-05C9B1B60AD8},117,5,2000,1,1,1,3
{C2EE7B60-3FE1-4909-9489-EB8EA6B02C92},117,5,2000,1,1,1,3
{C585E038-F094-4696-8767-11D83B52519E},117,5,2000,1,1,1,3
{DA77E3B0-18C7-41A5-B41C-391960AA2591},117,5,2000,1,1,1,3
{20930DC7-1E74-4F9A-9E6D-FC5CF2A9E860},138,5,2000,1,1,1,3
{0FEF9555-A3DE-4938-99B9-69D8E7A8F6E9},148,5,2000,1,1,1,3
{13818E86-2993-4CB5-9FFC-26D91F1D1515},148,5,2000,1,1,1,3
{207A8744-6BC3-4D58-8EF7-D5BA319A1FBB},148,5,2000,1,1,1,3
{5DA62B80-D717-475A-9D1F-D045B656A875},148,5,2000,1,1,1,3
{80B6E5EA-4E56-4A49-80A2-CA8C410AA737},56,4,1600,1,1,1,3
{AD672EE5-A779-4A94-8CB8-3F6FE069DB4F},57,4,1600,1,1,1,3
{22625F54-5531-4B92-8C25-1304ABC6C23D},74,4,1600,1,1,1,3
{F6C80F9F-2877-4DA3-92C3-5D9CCA7853F8},76,4,1600,1,1,1,3
{7098F22A-F018-4750-982D-CC128EE07BEA},77,4,1600,1,1,1,3
{8CE8C345-F1BF-4C59-B628-BE6C7C9D9E86},77,4,1600,1,1,1,3
{BF410822-776E-4F0C-BB42-E98ACD027169},77,4,1600,1,1,1,3
{C0CAC5EB-885E-4D13-BCA5-D8F0095531F0},77,4,1600,1,1,1,3
{C52AFE63-C4B8-4B91-A81D-AE6E62DAC4B3},77,4,1600,1,1,1,3
{CE9DE1C9-F279-4C5C-8881-14C5C57C3333},77,4,1600,1,1,1,3
{E8A9B1D8-7C8D-4EAC-8D6B-41B9A28D4A42},77,4,1600,1,1,1,3
{0E8126CA-DC41-40CE-A910-197038A906E2},87,4,1600,1,1,1,3
{5192AF7E-C0ED-4265-9F17-C8B75D4844E3},87,4,1600,1,1,1,3
{9CF4C71A-8EC5-4DD6-8620-15F5AE3CD959},87,4,1600,1,1,1,3
{A9006238-11F8-412E-9597-A68305C4F0C7},87,4,1600,1,1,1,3
{C60B6E9B-678B-470F-8101-4A9C4B43A949},87,4,1600,1,1,1,3
{BFA2035E-682C-430C-8BAA-E1AC270D1D1F},93,4,1600,1,1,1,3
{03DE91E1-370B-46B8-9A03-3740076F4CB0},94,4,1600,1,1,1,3
{6BA55B89-72CF-4FAE-814E-343858F167DA},94,4,1600,1,1,1,3
{C8016CBF-2B5E-4175-8E29-367A13F08618},94,4,1600,1,1,1,3
{DB16B163-6E7A-4C1C-87D6-9E7F93531FB2},94,4,1600,1,1,1,3
{E34B2C18-EACE-47AB-9D5E-629436052C46},94,4,1600,1,1,1,3
{E690AA95-15CB-48E8-9EDB-95D78BB23B2A},94,4,1600,1,1,1,3
{45BE5795-8444-4A78-8CE8-9BE1EF479D6A},95,4,1600,1,1,1,3
{4FE83E34-1D15-48EF-98C8-7E3D063B95F3},95,4,1600,1,1,1,3
{AAFA236B-82F3-4E3C-9085-B2FEDFAA2776},95,4,1600,1,1,1,3
{BD5257CC-85A1-4097-A181-833F7B8AE0AD},95,4,1600,1,1,1,3
{C9098D7D-C3EA-4B67-8EB7-FA7C078E5754},95,4,1600,1,1,1,3
{DB15FCCA-EE5D-42DB-8AE7-55593BBC6805},95,4,1600,1,1,1,3
{DE29E9D2-8BD0-4584-A3F3-CFAEE8307AF8},95,4,1600,1,1,1,3
{1E6A6CD3-F3D3-45D9-AEE0-E41408764A2F},96,4,1600,1,1,1,3
{20653887-65C3-448D-8C06-7083F8471F50},96,4,1600,1,1,1,3
{7AE749BD-2BC7-4667-95A7-EAB632E55031},96,4,1600,1,1,1,3
{BE4A6323-60C3-47DD-A651-FC499A8E2D70},96,4,1600,1,1,1,3
{C7A2C838-5DBE-40ED-821A-6BCFC8657B45},96,4,1600,1,1,1,3
{1CF795B7-41BE-422C-A052-6381FAD833AF},97,4,1600,1,1,1,3
{4A91DD2C-8B2C-429B-AD11-EB1B72613C65},97,4,1600,1,1,1,3
{668B5592-1276-48C8-B6EE-00E0BBE4940A},97,4,1600,1,1,1,3
{B0969A63-30FE-4891-99EC-597902C3F5C3},97,4,1600,1,1,1,3
{D43828E2-3354-4D0D-9097-E683E0CA25A2},97,4,1600,1,1,1,3
{F2C96F9F-CAA9-4071-83B4-A87545A18BE4},97,4,1600,1,1,1,3
{1CDCB2AB-60B5-4C70-AC0A-3FE2BFDC1124},101,4,1600,1,1,1,3
{23819026-DF61-4632-BFDE-8F120D0F171A},101,4,1600,1,1,1,3
{B84EA4C5-A38E-44CF-A311-734C713837EB},101,4,1600,1,1,1,3
{F4FBB5F2-19CD-47CA-85AE-EE11979FCA8B},101,4,1600,1,1,1,3
{79D9C552-878A-4D9C-AAD3-7E09718870E5},102,4,1600,1,1,1,3
{CDE69F80-57DC-48F8-90F9-FE7F344B47AD},102,4,1600,1,1,1,3
{F727CAC9-CA8B-4A06-AEFD-DFD7D3BB96A8},102,4,1600,1,1,1,3
{FC8FE32B-5939-4889-995E-EC059F0B273F},104,4,1600,1,1,1,3
{35C663F9-9C5E-4DD5-87FC-630A6E505107},107,4,1600,1,1,1,3
{8CBB4374-CF85-4E16-9ECB-B1BDBE983815},108,4,1600,1,1,1,3
{312F8D5E-B519-43B0-8EB1-328C163BF908},136,4,1600,1,1,1,3
{3FC9B47D-207B-423C-AFE3-10BBFA9363FE},148,4,1600,1,1,1,3
{683A0490-169C-4C2D-B7B4-67F944B5BF1C},148,4,1600,1,1,1,3
{7E3F380A-5A82-43F5-9EFD-17B02AA27802},26,3,1200,1,1,1,3
{FF87560A-AA15-490F-8DC3-9F736C6B5EC1},26,3,1200,1,1,1,3
{1BD17F70-CD5C-457C-ADC6-A476D9B88D93},29,3,1200,1,1,1,3
{B8CB17C0-F1B7-43B4-BB56-24A58BAA3142},57,3,1200,1,1,1,3
{12E4CADC-9BFE-4764-905C-E16487C8A3B8},62,3,1200,1,1,1,3
{382F2B04-E145-4BF6-A3B9-A6AC1796FD12},66,3,1200,1,1,1,3
{E9DEA8BA-E4F3-4B07-97F0-85FECCE627DC},68,3,1200,1,1,1,3
{476A5A88-EBE8-40AB-9F65-7C420A1CBBD6},69,3,1200,1,1,1,3
{DF7DC566-2AE5-46E1-8C49-0CCA96507DF7},70,3,1200,1,1,1,3
{FF2F6AFD-E201-424B-95FF-8A3C61E0981E},70,3,1200,1,1,1,3
{AAB8E604-7301-44E0-BBD2-C97EFC54EA3A},73,3,1200,1,1,1,3
{1688EB38-6059-414E-AE0A-FC7A4DC210E2},74,3,1200,1,1,1,3
{1DC2CF66-9B5F-4ED4-8EEC-0EAAC0CE7EF2},74,3,1200,1,1,1,3
{2969E020-0400-40A8-9ADA-342A9620FABC},74,3,1200,1,1,1,3
{2FED9659-4EB7-4B3F-B81A-5859869E5884},74,3,1200,1,1,1,3
{3899D97F-0E07-495D-815C-52B298FA84EE},74,3,1200,1,1,1,3
{394D3101-DC3F-42AC-A340-12BED3947790},74,3,1200,1,1,1,3
{434D5DDD-3595-40DF-9340-213C36FC52CD},74,3,1200,1,1,1,3
{5D5FF84E-C9A8-4A14-B7FB-8FDAA8BFCF50},74,3,1200,1,1,1,3
{86B2A99C-03A1-4076-B880-5FB91223E699},74,3,1200,1,1,1,3
{AE4896BA-54A5-40DD-A41A-C56DDE1B1036},74,3,1200,1,1,1,3
{CFD2A699-571A-4F0E-B4BF-519D2C8FEC7D},74,3,1200,1,1,1,3
{39D0B30C-9A2B-4347-8529-CC3F6820F008},75,3,1200,1,1,1,3
{4B610B49-A15E-45B1-915C-8E7C8932331D},75,3,1200,1,1,1,3
{62490B43-D5A9-4A48-938B-2E98FBEB468D},75,3,1200,1,1,1,3
{6419B8E5-70A8-4BA4-AF1C-D2B2AB031A66},75,3,1200,1,1,1,3
{78102E95-C4E8-4030-9D5C-5CB5032064B9},75,3,1200,1,1,1,3
{BFFDA6EE-6669-42E2-9E21-8F07FC2B8E1D},75,3,1200,1,1,1,3
{E0601A4B-6E1B-44FE-A55B-5026AAE86573},75,3,1200,1,1,1,3
{03FD75F0-F69F-4AB0-B1FE-041016BE4EED},76,3,1200,1,1,1,3
{06537414-1E2B-47BE-8E31-A73F576F3AE5},76,3,1200,1,1,1,3
{07C1E329-FFBC-4095-BCAE-1EE0E1E411D7},76,3,1200,1,1,1,3
{0A7EE3DC-D644-4BD3-A8DD-24E2E87F8D8B},76,3,1200,1,1,1,3
{0B3E94BF-2294-42AB-8A5B-1F7D640BB53D},76,3,1200,1,1,1,3
{1D419058-1CF3-4D67-9573-E4104451431F},76,3,1200,1,1,1,3
{2FFC05B8-E764-4478-BD85-9A1A5DE5BAD8},76,3,1200,1,1,1,3
{54485347-E163-4552-B677-C18227413B5D},76,3,1200,1,1,1,3
{6538D4EB-3D99-44AA-8E43-A57F2469A155},76,3,1200,1,1,1,3
{6D509C63-7DA2-4266-A018-B5FFCC000253},76,3,1200,1,1,1,3
{795A4001-34E3-42B7-9905-4DF0FC3EC346},76,3,1200,1,1,1,3
{862B5756-FC8B-42C7-AED5-D2F8FE751A4F},76,3,1200,1,1,1,3
{97B7657E-0D00-43A2-B8F4-72B016140E88},76,3,1200,1,1,1,3
{AE9F1CBE-6CC9-4BC2-96CE-0F3C95295F35},76,3,1200,1,1,1,3
{BBBF0A46-5083-4C86-9E61-2E8FAD1C4637},76,3,1200,1,1,1,3
{D2C43C92-8B77-4CAC-AB4D-4ABC99D1932C},76,3,1200,1,1,1,3
{DC2894D9-624A-4AF5-86B2-80E24EFA3BDF},76,3,1200,1,1,1,3
{E33E7421-5482-456D-A300-C5D859CA8262},76,3,1200,1,1,1,3
{EED41EB7-6E70-4454-827C-C01E8D81C682},76,3,1200,1,1,1,3
{F133C29B-4250-4FDD-A32D-8B5469FF108E},76,3,1200,1,1,1,3
{2188F068-EA17-4975-9A64-C2E2CF9FF6B8},77,3,1200,1,1,1,3
{2DDA82CE-5BB4-4402-BCDE-ECE9D0DFB156},77,3,1200,1,1,1,3
{3D18612C-7AEF-4084-AB10-8D8AF72E7247},77,3,1200,1,1,1,3
{3DCC15E1-9B8C-4153-93C0-915E28F645DE},77,3,1200,1,1,1,3
{3E9FB620-EEC8-45D3-B24D-00BADA095B11},77,3,1200,1,1,1,3
{4A74F88E-2309-48D9-844D-A70751E8239B},77,3,1200,1,1,1,3
{530B8B9D-0909-4FF1-A9B8-93528B8C2F3A},77,3,1200,1,1,1,3
{61B3D62B-8016-4299-B548-5CF3A0B32F01},77,3,1200,1,1,1,3
{6F926BA5-2EC6-4B3D-A3CB-067252533A97},77,3,1200,1,1,1,3
{8D80C59C-0920-45B6-883C-7836D3EEE5A4},77,3,1200,1,1,1,3
{8FF8E18B-CF3D-4B0C-9D2E-521AA0B2DC2B},77,3,1200,1,1,1,3
{916F2B52-4AC4-4C4A-B648-5253B7BD6F7B},77,3,1200,1,1,1,3
{93E708A4-BF56-4B02-AF8F-9934E344DBAB},77,3,1200,1,1,1,3
{A3350401-C8A0-426F-B656-F9C32AFA4133},77,3,1200,1,1,1,3
{BEBDAD9B-B225-47E2-940A-1430AD7913C6},77,3,1200,1,1,1,3
{C5043A9F-B681-42B3-9229-470C4D118F8A},77,3,1200,1,1,1,3
{C5054D02-7795-4D77-91F8-8BF8EDFB2713},77,3,1200,1,1,1,3
{CA8E6973-777B-4E37-A73F-F9C8510BE18C},77,3,1200,1,1,1,3
{F7B92242-951A-4034-90D3-F2A52379ED6E},77,3,1200,1,1,1,3
{250EE3AD-1EF5-4789-AA23-4E47DD0E047B},78,3,1200,1,1,1,3
{855DEA4D-B314-49A1-B999-8889FF4AE167},78,3,1200,1,1,1,3
{9A0A5AFF-C33E-45D2-8ACB-A63A6064CC69},78,3,1200,1,1,1,3
{B6CD65B2-9B29-45AF-95B5-D5C9738BFA6A},78,3,1200,1,1,1,3
{DD942179-EA84-4670-B6D0-280BBCF761FD},220,15,6000,2,1,1,4
{1D1220D4-6398-405D-B892-3B0999466C20},176,7,2800,2,1,1,4
{4F85A649-0948-40F9-93B8-4D2FAD09E525},303,7,2800,2,1,1,4
{FCCC83F1-A320-4C72-BC84-41571521275C},303,7,2800,2,1,1,4
{957F6E93-FF06-4B23-BA65-4F9EF01D5FA7},375,7,2800,2,1,1,4
{3BF62F12-CC7D-4E3C-BA08-DD1FC8B39B70},207,6,2400,2,1,1,4
{5E34F0F0-7A89-46FA-AC66-2DEA3279B2AE},214,6,2400,2,1,1,4
{9610B938-3E1A-47CA-BC0A-52CE0C807755},239,6,2400,2,1,1,4
{5E1C710C-F538-4105-BA93-7F89EDAE63CF},266,6,2400,2,1,1,4
{ACABE757-7C82-4511-955E-3E960AA14D52},270,6,2400,2,1,1,4
{B535DEC2-F9DB-42B5-8A89-AE8AF9BFB4A7},303,6,2400,2,1,1,4
{C651DD91-CA72-447C-B80A-A2E8EB0BDA37},331,6,2400,2,1,1,4
{D8B3368C-848E-4E48-8775-1FEBEFF80435},398,6,2400,2,1,1,4
{E6A036E7-92C4-4436-BE22-6917BE98D710},148,5,2000,2,1,1,4
{F27550F9-DD5D-4AAF-9397-5C2BF589F62A},148,5,2000,2,1,1,4
{64E34690-7C7E-4A9C-A935-CF8ED0DF93BF},149,5,2000,2,1,1,4
{F10DC6BC-25CB-45CA-A5D7-793E13769F21},164,5,2000,2,1,1,4
{A89E160A-3CE3-4714-B93F-7E90E804A1D1},176,5,2000,2,1,1,4
{8410E7A9-3259-46E4-85AF-77082F904E9A},178,5,2000,2,1,1,4
{23D29CDB-B69A-4AA1-95E1-B90974C5E95B},207,5,2000,2,1,1,4
{93F63B31-36F9-4E64-9076-C4B302DC7719},207,5,2000,2,1,1,4
{626C54E6-2330-4DC4-92B7-5A4FF39EAEE3},239,5,2000,2,1,1,4
{6D3333C4-F6B7-4388-81C4-4C29B1BB7FCA},239,5,2000,2,1,1,4
{EA4F0A48-F7F1-4F5C-83A6-69DD6619F40C},239,5,2000,2,1,1,4
{6B49E0FC-5551-4255-9A5A-EA997D84B973},266,5,2000,2,1,1,4
{DFEA5B19-A279-4CDF-8F32-3901AF8ABCE2},269,5,2000,2,1,1,4
{ED917C2E-BE0C-49F8-97C0-9312E3D4DB09},270,5,2000,2,1,1,4
{27729BE7-D895-4A76-B737-D03481015C68},299,5,2000,2,1,1,4
{564312DB-482A-45E9-B34B-ED1BEA732FC0},331,5,2000,2,1,1,4
{A24E3E0A-A8C3-4335-B8DE-4CFB54F54A91},358,5,2000,2,1,1,4
{78B60BDC-1C40-4583-A26C-629EEB8DBD7E},361,5,2000,2,1,1,4
{F51D7656-9FE8-42B8-8901-65A78502C50A},367,5,2000,2,1,1,4
{D2D09039-3B72-48D1-9B2F-95EEE6F01592},370,5,2000,2,1,1,4
{B5D5657F-8C2C-463A-BB7B-2977B7FC6F8D},382,5,2000,2,1,1,4
{C0ECFC4B-C0C9-4ACD-A7AA-7EAF07D42C19},392,5,2000,2,1,1,4
{632C6170-ED8F-4E48-B6AE-930EFDF96743},399,5,2000,2,1,1,4
{E2EF0564-4C57-43E2-ACB7-E7D830102EB2},403,5,2000,2,1,1,4
{877D279F-213C-4E77-BF2B-9BADBFD1BBC2},148,4,1600,2,1,1,4
{ED27CFF6-85B7-41BB-A81A-FCF836B4902E},148,4,1600,2,1,1,4
{039D2EC0-A40B-46BE-8D28-75E62EE09ACC},176,4,1600,2,1,1,4
{15C27AA2-070B-414D-A4F9-2A6675DD4399},176,4,1600,2,1,1,4
{21D3F800-15D7-4DC0-9D21-3856B8B5A259},176,4,1600,2,1,1,4
{A771C9E7-6053-43A6-9C03-E3929374BCFD},176,4,1600,2,1,1,4
{7916A64D-0C58-448B-8065-1F129B3D9CDB},207,4,1600,2,1,1,4
{A8F5D97B-EC00-4A44-825F-0E33C25EA005},207,4,1600,2,1,1,4
{B60AC23E-6549-4CC4-A9A1-2B15CE0F87DC},207,4,1600,2,1,1,4
{28856D9F-D354-4381-AEFC-47943F6DE8ED},238,4,1600,2,1,1,4
{46FAC872-3EA9-40FF-9A40-0F11BD8DEECF},238,4,1600,2,1,1,4
{59A7DF32-1B7A-4AA3-A8E9-2E40A3BC7A29},238,4,1600,2,1,1,4
{F1553618-53F8-401D-8204-3E954A074AC0},239,4,1600,2,1,1,4
{4AFF8882-CDE7-47FE-AE9C-1DE838D804A9},252,4,1600,2,1,1,4
{82630FEA-ED32-41A9-923E-EF7701C94C39},265,4,1600,2,1,1,4
{A8C751A5-DECF-44FA-A102-6D9265109AAB},266,4,1600,2,1,1,4
{97EA1465-54C3-4FB7-B6FC-DB2888FEA76F},268,4,1600,2,1,1,4
{1AB243EF-1763-4558-B04A-3F7778A7F051},269,4,1600,2,1,1,4
{B6DF4592-00B4-4E9C-868C-5303A05BAC87},269,4,1600,2,1,1,4
{040AD4FA-A233-48D7-A818-63E88F82C270},270,4,1600,2,1,1,4
{57F65ECB-8E77-4E2A-BC81-C5ACFC55B730},270,4,1600,2,1,1,4
{8D9E103F-69BC-4CF8-A41A-71895D6096A3},296,4,1600,2,1,1,4
{97161F1C-A4EB-49B2-8FD9-B6D86A226AB3},299,4,1600,2,1,1,4
{4151C2EA-2334-4213-B731-43EFDCF7D2EA},303,4,1600,2,1,1,4
{E18B2776-3499-4387-B8A2-D53F306C8979},313,4,1600,2,1,1,4
{64D84D81-5F90-40EA-AB37-0AC231FB38C5},326,4,1600,2,1,1,4
{2AEA5AF7-CB1F-43E5-B94C-BEED4BA6F65E},331,4,1600,2,1,1,4
{48443429-C18A-4EF7-8EF8-DA2C7D4831A1},331,4,1600,2,1,1,4
{69BF8514-6120-4F35-B802-00690BFC2544},348,4,1600,2,1,1,4
{02C59776-02C7-40BC-AB76-D8CF529E6D26},358,4,1600,2,1,1,4
{2FC3264A-12B7-42C6-9331-D3EF406FFC0C},358,4,1600,2,1,1,4
{3C37CC3C-69FC-4865-AA82-2D475122030B},358,4,1600,2,1,1,4
{4760F584-C83D-442F-890E-6461947CA5F2},358,4,1600,2,1,1,4
{AC1D02AC-CAE2-4913-9C57-7B6A3C4E84DE},358,4,1600,2,1,1,4
{F388FA41-E4E4-4B29-A5BC-4C8642812E60},363,4,1600,2,1,1,4
{F374D385-1F06-4D33-83CA-706B27B7A0A1},368,4,1600,2,1,1,4
{AE0E9859-1DBC-4E27-9D55-7E10E7C4363B},370,4,1600,2,1,1,4
{BD608078-81BD-41A3-A842-4A19DE720CFA},374,4,1600,2,1,1,4
{2B367D57-9FAA-49D9-9296-64269A991C02},376,4,1600,2,1,1,4
{3E60D978-CB76-46A9-BC04-C549E27D9706},376,4,1600,2,1,1,4
{C630908E-905E-48E8-8987-12AD9EB1C8AA},376,4,1600,2,1,1,4
{0A4D107F-4817-43DD-8C16-25712B141058},378,4,1600,2,1,1,4
{696EA902-6C35-4C49-977E-BC624CA6A0BC},381,4,1600,2,1,1,4
{26C855DE-C48E-4C66-BD69-C0B4445945C1},383,4,1600,2,1,1,4
{4C6335BF-D932-476F-A884-4D9FDC1F05F4},383,4,1600,2,1,1,4
{6173CF70-0B3F-47A6-A7BD-5E2F1B34B976},383,4,1600,2,1,1,4
{62F0AB88-2A19-4922-94C3-A0C66DDDB519},383,4,1600,2,1,1,4
{C0DE71A8-15A9-4656-9D5A-E233BCD95680},383,4,1600,2,1,1,4
{18EC599D-CBE1-421B-9E71-F6E4B3174E75},396,4,1600,2,1,1,4
{1C333DD6-2D92-4D92-B14D-4EFF16392C95},396,4,1600,2,1,1,4
{4F777ED0-B997-4F6F-B329-21478DAA1FFA},396,4,1600,2,1,1,4
{BC1F4E2E-0835-4199-970C-40E5B16FD654},396,4,1600,2,1,1,4
{72E464C2-9926-4732-8B2F-EE86D2B159EB},399,4,1600,2,1,1,4
{ACC2FDC1-4F04-49A0-BAE8-944515F66225},399,4,1600,2,1,1,4
{F52D9760-6FBF-47C0-A6D9-F8222A37262F},402,4,1600,2,1,1,4
{83D33AAA-4519-47F0-A31F-AF93DDD0401B},422,10,4000,3,1,1,5
{09E4C26B-26BE-4FA8-BEC2-5DBD0ED09080},450,7,2800,3,1,1,5
{6D2F8847-C49A-4C33-8E5A-F2421B873703},456,6,2400,3,1,1,5
{ACD206DC-00FF-447C-9C4A-E7D2A5E652C2},460,6,2400,3,1,1,5
{D1CB9224-A5FB-41B0-B0A3-A7B3F46C02AB},475,6,2400,3,1,1,5
{572838EC-78BC-44A3-A883-BE1000BB0F1F},419,5,2000,3,1,1,5
{9A17730C-2D37-4FBB-A2C6-82377BAB3DD1},440,5,2000,3,1,1,5
{07FC9009-F458-4621-842E-96B69A36AB5E},450,5,2000,3,1,1,5
{DD961C6D-335F-4E60-863A-397C7E5EB3C4},450,5,2000,3,1,1,5
{CFEB3A1D-5865-47A9-B478-51704C592DD0},419,4,1600,3,1,1,5
{E71BA329-F676-42B6-890F-76DCA8FE52B3},419,4,1600,3,1,1,5
{1CCC9DBD-5B02-44BE-A6D5-0FFF4CC6D53C},440,4,1600,3,1,1,5
{49B30187-4136-4F05-9E4D-B8DE9DF8DC6D},440,4,1600,3,1,1,5
{17094BD7-6A17-435D-BD9D-95F1B325FBD7},441,4,1600,3,1,1,5
{F85B235F-1D5B-4014-A31C-F2AFDD1C3C23},441,4,1600,3,1,1,5
{BB618D0F-EED7-47DD-8B60-2DF8779978EB},450,4,1600,3,1,1,5
{75F8657D-2FF6-4864-9C9B-D4B648923281},452,4,1600,3,1,1,5
{858AF7E8-1284-430C-A811-74E80EAD7723},456,4,1600,3,1,1,5
{AD3CF05E-86AE-4498-B18C-A622B3AB1446},458,4,1600,3,1,1,5
{074BB022-8045-47B6-BEC1-EFF7356B12D9},459,4,1600,3,1,1,5
{4F93254E-CFB3-473D-8D02-A95856839535},459,4,1600,3,1,1,5
{EF4AAE58-7C04-4209-B260-5ECFC8DB5FD7},462,4,1600,3,1,1,5
